"i love knowing what Beyoncé's secret account is hehe" "Apr 24, 2016"
"Beyoncé is actually a crazy psycho and i love it " "Apr 24, 2016"
"If Jay Z cheated on Beyoncé then there's really no hope for us whatsoever, ladies" "Apr 24, 2016"
"The fact that someone that ugly could cheat on Beyoncé just leaves me mind blown" "Apr 24, 2016"
"Beyoncé - Lemonade (Album Stream) 
[http://blaecny.com/music/mixtapes-albums/beyonce-lemonade-album-stream/…]" "Apr 24, 2016"
"I just want to rock my fro and be in Beyonce's videos. " "Apr 24, 2016"
"I ain't no crazy Beyoncé fan.. But she does make good music" "Apr 24, 2016"
"Lemonade by Beyoncé so good been listening to it on repeat" "Apr 24, 2016"
"HOW TF YOU GON CHEAT ON BEYONCE??? NO ONE CAN TOP QUEEN  YOU DUMBASS." "Apr 24, 2016"
"omg Beyoncé and Jay-z are not ok" "Apr 24, 2016"
"LEMONADE by Beyoncé. An album that was just released yesterday and is already so iconic. Beyoncé really did it! " "Apr 24, 2016"
" RT 
@meechonmars
: Jay Z First Time Hearing Beyonce Album https://amp.twimg.com/v/0f9a6e06-12eb-402c-a85a-f159b3ec93fd…" "Apr 24, 2016"
"If Beyoncé getting cheated on, what makes us think we're safe?" "Apr 24, 2016"
"Beyoncé is a goddess" "Apr 24, 2016"
"Jay z: *walks into studio* how's it-
Beyonce: if you try this shit again YOU GONNA LOSE YOUR WIFE
jay z: 
#LEMONADE" "Apr 24, 2016"
"Honestly can't wait til Beyonce ascends to her final form and divorces jay z and marries a woman" "Apr 24, 2016"
"Honored to have written & produced ""Pray You Catch Me"" with 
@Beyonce
 for her album #LEMONADE, I'm floored, thank you all for the love " "Apr 24, 2016"
"Beyoncé is like diary of a mad black woman ! Empowering us all ! Yessss Bey !!" "Apr 24, 2016"
"""Women like her cannot be contained."" Roses and raised fists for 
@Beyonce
 on her dazzling display of images and ideas. Delicious. #LEMONADE" "Apr 24, 2016"
"They just put on Beyoncé aka Captain Overrated and so I'm going to go into 
@joelcifer
's room and dance alone to Kool and the Gang brb" "Apr 24, 2016"
"You must have no brain cells, a heart, or fricken eyeballs to cheat on Beyoncé #wydJayZ" "Apr 24, 2016"
"Beyonce is fucking whack dude and so is her lame ass husband. Ooop, are you mad? Yeah, kinda. Cause they're not cool. #hater #fuckit" "Apr 24, 2016"
"This just in: I'm still the only person on the planet who just doesn't care that much about Beyonce" "Apr 24, 2016"
"Beyonce is on some ntozake shange with this album" "Apr 24, 2016"
"I never knew how much I needed jack white to collab with Beyoncé until don't hurt yourself" "Apr 24, 2016"
"Beyoncé does it again " "Apr 24, 2016"
"Jay Z had to cheat because Beyoncé didn't just come up with those lyrics out of nowhere " "Apr 24, 2016"
"Drake gotta wait before he announces tour dates  Beyoncé wiped me out" "Apr 24, 2016"
"Is Beyoncé and jay-z still relationship goals????????" "Apr 24, 2016"
"Beyoncé World Tour in France this summer is currently an option rn. I REPEAT. BEYONCÉ IN FRANCE " "Apr 24, 2016"
