"HAPPY BEYONCE DAY. BLOCK ME" "Jul 28, 2022"
"Beyoncé is pure excellence." "Jul 28, 2022"
"USA-CANADA-MÉXICO-BRAZIL AND THE REST OF LATAM  IS WAITING SO BAD FOR #BEYONCE AND #RENAISSANCE" "Jul 28, 2022"
"Beyoncé literally said she want us to imagine what the visuals will look like lmao. Girl. be serious." "Jul 28, 2022"
"Beyoncé is 40 and making music that is still excellent. As in. She hasn’t fallen off. It’s been 25 years. Not even a dip." "Jul 28, 2022"
"#RENAISSANCE by 
@Beyonce
 now has the most #1’s on iTunes than any other female album released this year so far, topping 40+ countries." "Jul 28, 2022"
"The title “Renaissance” fits so well for Beyoncé’s new album. This is NEW Beyoncé, nothing like we’ve ever heard from her before!!" "Jul 28, 2022"
"KELIS calls out Beyoncé and Pharrell for sampling her on the Renaissance Album." "Jul 28, 2022"
"BEYONCE AND TAYLOR SWIFT IN THE SAME ROOM OMG?!?" "Jul 28, 2022"
"No we cant forget this banger , and why does it sound 1000000 times better??   #RENAISSANCE #Beyonce" "Jul 28, 2022"
"Beyoncé really said “MOVE” out the way!! #RENAISSANCE" "Jul 28, 2022"
"I'm afraid to say this but Beyoncé is a God." "Jul 28, 2022"
"Beyoncé did what to Kelis?? Heffa! *can’t wait for the album tho*" "Jul 28, 2022"
"NEW BEYONCÉ TONIGHT" "Jul 28, 2022"
"Beyonce turn the biggest female African artist to backup " "Jul 28, 2022"
"After listening to Beyonce's new album, I've come to the conclusion that Honestly Nevermind is the better house album, and this is coming from a music critic, not some random clown." "Jul 28, 2022"
"a beyoncé no primeiro show da renaissance ball tour" "Jul 28, 2022"
"I know Kelly Rowland texted Kelis. 
And then texted Beyoncé" "Jul 28, 2022"
"I am speechless y’all I don't know what to say anymore 
#RENAISSANCE #Beyonce" "Jul 28, 2022"
"You can love Beyonce and be real. Kelis is valid af. I’d be pissed too, shit." "Jul 28, 2022"
"Kelis can drink a bleach flavored milkshake. Beyoncé ain’t do nothing." "Jul 28, 2022"
"The Milkshake lady didn’t write or produce the song, but wanted a phone call from Beyoncé first? Chile." "Jul 28, 2022"
"Waitse nna ke dule mo go Beyonce. Wame ke yole wa bo “I was here”" "Jul 28, 2022"
"Crediting a person doesn’t pay the bills.  She should be paid for her musical contribution. And Beyoncé could have seem to that being done." "Jul 28, 2022"
"Did you listen to her, she never said anything about not getting the credit from Beyoncé" "Jul 28, 2022"
"What’s a lie??? Ask Rich Harrison what Beyoncé requested  after she heard “ One Thing”" "Jul 28, 2022"
"Absolutely, Beyoncé said Renaissance supremacy " "Jul 28, 2022"
"Beyoncé did the right thing legally" "Jul 28, 2022"
"Found out they already have new Beyoncé in Europe" "Jul 28, 2022"
"Beyoncé is the QUEEN of transition #RENAISSANCE" "Jul 28, 2022"
"At the end of the day stream Kelis and Beyoncé" "Jul 28, 2022"
"Beyoncé really been going crazy for 25 years

like this woman is FORTY" "Jul 28, 2022"
"Beyoncé cares about what she puts out, it's not about hits.

It's a body of work, it's an experience." "Jul 28, 2022"
"Chile I know Kelis been seething since Beyoncé’s curly haired Gold Member era. 

This beef is deep rooted I fear " "Jul 28, 2022"
"did you listen to what she actually had to say? people are over exaggerating her upset with Beyoncé. even the caption of the op is, despite her being clear as day about what she’s angry about." "Jul 28, 2022"
"She definitely came for Beyoncé and implied she wasn’t really about women’s empowerment." "Jul 28, 2022"
"If Renaissance joins, Beyoncé would be the only artist with 3 albums with more than 100 #1’s" "Jul 28, 2022"
"Y'all sure picking and choosing with this Kelis stuff while being mad at J Lo when she ALWAYS gave people their writing credits.  Mhmm.  No one sued her either like Beyoncé." "Jul 28, 2022"
"Beyonce is a business woman. Kelis is talking about nicities. Her feelings are valid, but you weren't needed for permission so you weren't included. Business is never personal." "Jul 28, 2022"
